station,state,latitude,longitude,elevation,date,TMIN,TMAX,TAVG,AWND,WDF5,WSF5,SNOW,SNWD,PRCP
MERCED MUNI AP,CA,37.2847,-120.5128,46.3,20170601,57.02,84.92,,8.94776,340,19.908766,0,0,0
MERCED MUNI AP,CA,37.2847,-120.5128,46.3,20170605,51.98,91.94,,6.263432,340,21.027236,0,0,0
MERCED MUNI AP,CA,37.2847,-120.5128,46.3,20170616,62.06,96.98,,8.94776,340,17.000744,0,0,0
MERCED MUNI AP,CA,37.2847,-120.5128,46.3,20170712,64.04,98.96,,5.816044,340,18.119214,0,0,0
MERCED MUNI AP,CA,37.2847,-120.5128,46.3,20170813,59,98.06,,5.816044,340,17.000744,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170325,51.08,66.02,,5.59235,340,18.119214,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170414,44.96,68,,12.750558,340,33.106712,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170523,66.92,100.94,,7.381902,340,29.974996,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170525,55.04,80.06,,6.71082,340,21.922012,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170526,55.04,75.02,,6.71082,340,31.093466,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170528,57.02,87.98,,8.94776,340,19.908766,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170601,60.08,87.08,,9.842536,340,29.974996,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170704,62.96,100.04,,7.605596,340,19.908766,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170712,66.02,98.06,,7.605596,340,19.01399,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170714,66.92,98.96,,7.82929,340,19.01399,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170717,66.92,105.98,,7.381902,340,25.053728,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170801,71.06,105.98,,5.59235,340,17.000744,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170805,75.92,96.98,,7.605596,340,21.027236,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170808,62.96,95,,8.500372,340,19.01399,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170831,64.04,100.94,,7.605596,340,18.119214,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170915,57.92,84.02,,6.487126,340,18.119214,0,0,0
SANTA MARIA PUBLIC AP,CA,34.8994,-120.4486,73.8,20170502,51.98,86,66.2,6.039738,340,25.053728,0,0,0
SANTA MARIA PUBLIC AP,CA,34.8994,-120.4486,73.8,20170618,53.96,80.06,64.76,4.921268,340,18.119214,0,0,0
SANTA MARIA PUBLIC AP,CA,34.8994,-120.4486,73.8,20170702,53.06,73.04,59.18,5.816044,340,21.922012,0,0,0
SANTA MARIA PUBLIC AP,CA,34.8994,-120.4486,73.8,20170717,55.04,80.06,66.74,4.921268,340,19.01399,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170426,50,66.92,,3.579104,340,21.027236,0,0,0.03149608
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170429,41,80.96,,3.579104,340,23.935258,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170515,42.08,71.96,,6.71082,340,23.935258,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170523,55.04,98.96,,3.131716,340,19.908766,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170527,53.96,80.96,,4.47388,340,18.119214,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170530,50,77,,6.263432,340,19.01399,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170601,51.08,80.96,,6.039738,340,21.922012,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170614,46.94,87.08,,4.921268,340,25.053728,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170619,66.02,105.98,,2.684328,340,18.119214,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170710,59,98.06,,3.35541,340,19.908766,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170712,57.92,96.98,,3.802798,340,19.01399,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170721,53.06,93.02,,4.697574,340,21.027236,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170727,57.92,100.04,,3.579104,340,19.908766,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170908,55.94,87.98,,2.460634,340,19.01399,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170330,50,66.02,,11.855782,340,27.96175,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170401,48.92,73.94,,6.263432,340,23.040482,0,0,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170421,50,77,,5.816044,340,19.908766,,,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170501,55.94,87.08,,7.158208,340,25.948504,,,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170527,55.04,71.06,,7.82929,340,21.922012,,,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170531,55.94,75.02,,7.605596,340,31.093466,,,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170803,69.98,87.98,,4.47388,340,17.000744,0,,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170814,62.06,75.02,,8.052984,340,27.066974,0,0,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170820,62.06,80.96,,9.618842,340,21.027236,0,0,0
SAN JOSE,CA,37.3592,-121.9239,15.5,20170915,55.04,77,,5.59235,340,21.922012,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170222,37.94,48.02,45.14,5.59235,340,21.027236,0,0,0.70078778
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170415,37.04,55.94,43.7,3.131716,340,12.079476,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170515,48.02,57.02,50.54,7.82929,340,21.027236,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170518,44.96,59,50,5.368656,340,16.105968,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170529,51.08,59,52.52,9.171454,340,16.105968,0,0,0.01968505
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170602,53.96,64.04,56.84,7.605596,340,18.119214,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170618,53.06,66.02,56.84,5.816044,340,23.935258,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170715,51.98,62.96,55.04,5.144962,340,14.987498,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170716,51.98,62.96,55.76,4.697574,340,12.974252,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170806,57.02,66.02,58.28,3.35541,340,8.94776,0,0,0
MT SHASTA,CA,41.3325,-122.3328,1077.5,20170402,39.92,62.06,,7.82929,340,27.066974,,,0
MT SHASTA,CA,41.3325,-122.3328,1077.5,20170427,37.04,57.92,,7.605596,340,27.066974,,,0
MT SHASTA,CA,41.3325,-122.3328,1077.5,20170428,33.98,57.92,,6.039738,340,29.974996,,,0
MT SHASTA,CA,41.3325,-122.3328,1077.5,20170513,31.1,55.04,,2.013246,340,17.000744,,,0
MT SHASTA,CA,41.3325,-122.3328,1077.5,20170611,37.04,44.96,,4.921268,340,21.922012,,,0.68897675
MT SHASTA,CA,41.3325,-122.3328,1077.5,20170618,60.08,89.96,,3.802798,340,19.908766,,,0
MT SHASTA,CA,41.3325,-122.3328,1077.5,20170628,48.92,84.92,,2.013246,340,16.105968,,,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170105,33.08,46.94,40.46,12.079476,340,33.106712,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170128,33.08,60.98,44.24,3.802798,340,12.079476,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170214,35.06,69.98,48.56,4.921268,340,12.974252,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170303,39.92,60.98,50.54,3.802798,340,10.06623,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170309,48.92,73.94,58.82,5.59235,340,14.987498,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170317,44.96,73.94,57.74,3.802798,340,12.974252,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170319,51.98,66.92,59.36,3.802798,340,10.06623,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170325,46.94,64.04,53.24,4.250186,340,14.092722,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170403,51.08,77,64.22,11.408394,340,27.96175,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170421,44.96,80.06,60.08,6.71082,340,25.053728,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170429,44.06,82.94,62.6,7.605596,340,19.01399,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170507,57.92,82.94,67.1,15.882274,340,42.949248,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170520,57.92,98.06,77.36,7.381902,340,23.040482,,,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170617,73.04,102.02,87.44,14.316416,340,31.988242,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170827,71.06,111.02,88.34,5.816044,340,17.000744,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170915,57.02,89.06,69.44,6.934514,340,19.01399,0,0,0
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170127,35.96,62.06,48.74,6.487126,340,19.908766,0,0,0
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170130,30.2,62.96,44.42,0.894776,340,6.934514,0,0,0
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170225,35.96,55.04,44.6,4.921268,340,14.987498,0,0,0.01181103
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170402,53.96,80.06,71.6,10.289924,340,27.066974,0,0,0
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170420,44.96,69.08,54.86,2.908022,340,12.079476,0,0,0.01181103
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170509,53.96,95,74.66,4.697574,340,19.908766,0,0,0
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170512,44.96,69.08,58.46,5.368656,340,23.935258,0,0,0
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170513,41,71.96,57.2,5.368656,340,21.922012,0,0,0
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170903,73.04,111.02,91.58,2.908022,340,12.079476,0,0,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170331,24.26,62.06,,6.934514,340,21.922012,,,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170427,31.1,57.02,,8.724066,340,23.040482,,,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170530,51.08,75.02,,8.276678,340,23.935258,,,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170623,57.02,98.06,,6.934514,340,19.01399,,,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170717,53.96,91.94,,7.381902,340,25.053728,,,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170729,57.92,98.96,,5.816044,340,23.935258,,,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170731,59,102.92,,4.921268,340,23.935258,,,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170819,50,91.04,,8.276678,340,29.08022,,,0
ARCATA EUREKA AP,CA,40.9781,-124.1086,61,20170101,35.06,46.04,,5.144962,340,29.08022,,0,0.46063017
ARCATA EUREKA AP,CA,40.9781,-124.1086,61,20170210,39.92,53.06,,6.039738,340,21.027236,,0,0.42126007
ARCATA EUREKA AP,CA,40.9781,-124.1086,61,20170315,48.92,57.02,,5.144962,340,23.935258,,0,0.44881914
ARCATA EUREKA AP,CA,40.9781,-124.1086,61,20170325,46.04,55.04,,4.250186,340,18.119214,,0,0.20078751
ARCATA EUREKA AP,CA,40.9781,-124.1086,61,20170426,46.94,53.96,,8.276678,340,21.922012,,0,0.77165396
ARCATA EUREKA AP,CA,40.9781,-124.1086,61,20170505,48.02,55.94,,11.408394,340,31.988242,,0,0.11023628
ARCATA EUREKA AP,CA,40.9781,-124.1086,61,20170506,46.94,55.94,,19.685072,340,53.015478,0,0,0
ARCATA EUREKA AP,CA,40.9781,-124.1086,61,20170514,37.04,59,,9.395148,340,31.093466,0,0,0
ARCATA EUREKA AP,CA,40.9781,-124.1086,61,20170519,42.08,60.08,,9.171454,340,27.96175,0,0,0
ARCATA EUREKA AP,CA,40.9781,-124.1086,61,20170524,46.04,60.08,,6.934514,340,23.935258,0,0,0
ARCATA EUREKA AP,CA,40.9781,-124.1086,61,20170621,50,66.92,,5.59235,340,23.935258,0,0,0
ARCATA EUREKA AP,CA,40.9781,-124.1086,61,20170622,46.94,80.06,,4.921268,340,23.040482,0,0,0
ARCATA EUREKA AP,CA,40.9781,-124.1086,61,20170812,57.02,64.04,,6.487126,340,21.922012,0,0,0
CRESCENT CITY MCNAMARA AP,CA,41.7803,-124.2367,17.1,20170129,37.04,53.96,,4.250186,340,16.105968,0,0,0
CRESCENT CITY MCNAMARA AP,CA,41.7803,-124.2367,17.1,20170211,37.04,53.96,,7.605596,340,21.027236,0,0,0
CRESCENT CITY MCNAMARA AP,CA,41.7803,-124.2367,17.1,20170225,37.94,51.98,,8.052984,340,21.027236,,0,0.01181103
CRESCENT CITY MCNAMARA AP,CA,41.7803,-124.2367,17.1,20170301,37.04,53.06,,6.934514,340,19.01399,0,0,0
CRESCENT CITY MCNAMARA AP,CA,41.7803,-124.2367,17.1,20170312,44.96,59,,3.579104,340,12.974252,0,,0
CRESCENT CITY MCNAMARA AP,CA,41.7803,-124.2367,17.1,20170403,41,53.06,,8.500372,340,25.053728,0,0,0
CRESCENT CITY MCNAMARA AP,CA,41.7803,-124.2367,17.1,20170505,48.02,55.94,,16.105968,340,38.02798,,0,0.20078751
CRESCENT CITY MCNAMARA AP,CA,41.7803,-124.2367,17.1,20170506,46.94,55.04,,23.040482,340,53.910254,,0,0
CRESCENT CITY MCNAMARA AP,CA,41.7803,-124.2367,17.1,20170508,42.98,57.02,,10.06623,340,34.001488,0,0,0
CRESCENT CITY MCNAMARA AP,CA,41.7803,-124.2367,17.1,20170519,46.94,60.08,,8.94776,340,29.974996,0,0,0
CRESCENT CITY MCNAMARA AP,CA,41.7803,-124.2367,17.1,20170618,51.08,64.94,,11.855782,340,34.001488,0,0,0
CRESCENT CITY MCNAMARA AP,CA,41.7803,-124.2367,17.1,20170620,51.08,60.98,,10.737312,340,35.119958,0,0,0
CRESCENT CITY MCNAMARA AP,CA,41.7803,-124.2367,17.1,20170621,51.08,60.08,,21.922012,340,42.054472,0,0,0
CRESCENT CITY MCNAMARA AP,CA,41.7803,-124.2367,17.1,20170710,53.06,60.98,,8.052984,340,21.922012,0,0,0
CRESCENT CITY MCNAMARA AP,CA,41.7803,-124.2367,17.1,20170713,53.06,60.08,,6.71082,340,19.908766,0,0,0
CRESCENT CITY MCNAMARA AP,CA,41.7803,-124.2367,17.1,20170715,51.08,62.06,,8.724066,340,27.96175,0,0,0
CRESCENT CITY MCNAMARA AP,CA,41.7803,-124.2367,17.1,20170818,46.94,60.08,,6.263432,340,25.948504,0,0,0
CRESCENT CITY MCNAMARA AP,CA,41.7803,-124.2367,17.1,20170910,48.92,64.04,,4.921268,340,21.027236,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170402,46.04,80.96,,4.026492,340,18.119214,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170423,51.98,77,,9.618842,340,23.935258,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170513,48.02,73.04,,11.408394,340,25.053728,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170529,62.06,93.92,,9.842536,340,17.000744,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170617,68,100.04,,7.82929,340,16.105968,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170811,66.02,102.02,,6.934514,340,18.119214,0,0,0
MATTOON COLES CO AP,IL,39.4781,-88.2803,219.8,20170123,37.94,41,,15.434886,340,31.093466,,,0
MATTOON COLES CO AP,IL,39.4781,-88.2803,219.8,20170203,17.24,31.1,,9.395148,340,21.922012,,,0
MATTOON COLES CO AP,IL,39.4781,-88.2803,219.8,20170405,41,53.96,,14.092722,340,36.014734,,,0.75984293
MATTOON COLES CO AP,IL,39.4781,-88.2803,219.8,20170406,39.02,53.96,,22.3694,340,42.054472,,,0
MATTOON COLES CO AP,IL,39.4781,-88.2803,219.8,20170824,55.04,78.98,,5.368656,340,17.000744,,,0
MATTOON COLES CO AP,IL,39.4781,-88.2803,219.8,20170829,57.92,80.96,,3.579104,340,14.092722,,,0
MATTOON COLES CO AP,IL,39.4781,-88.2803,219.8,20170902,42.08,75.92,,6.934514,340,19.908766,,,0
DESTIN FT WALTON AP,FL,30.4,-86.4717,6.7,20170124,48.92,68,,5.368656,340,19.908766,,,0
DESTIN FT WALTON AP,FL,30.4,-86.4717,6.7,20170203,50,71.06,,6.934514,340,25.948504,,,0
DESTIN FT WALTON AP,FL,30.4,-86.4717,6.7,20170301,68,78.08,,6.934514,340,23.040482,,,0
DESTIN FT WALTON AP,FL,30.4,-86.4717,6.7,20170302,55.04,69.98,,13.869028,340,31.093466,,,0
DESTIN FT WALTON AP,FL,30.4,-86.4717,6.7,20170319,57.02,80.96,,5.816044,340,21.027236,,,0
DESTIN FT WALTON AP,FL,30.4,-86.4717,6.7,20170514,69.98,84.92,,6.039738,340,18.119214,,,0
DESTIN FT WALTON AP,FL,30.4,-86.4717,6.7,20170716,73.94,84.92,,3.579104,340,18.119214,,,2.29921384
DESTIN FT WALTON AP,FL,30.4,-86.4717,6.7,20170726,78.98,91.94,,6.487126,340,27.96175,,,0.09055123
DESTIN FT WALTON AP,FL,30.4,-86.4717,6.7,20170810,80.96,89.96,,3.131716,340,14.092722,,,0.01181103
JACKSONVILLE CRAIG MUNI AP,FL,30.3361,-81.5147,12.5,20170121,60.98,82.94,71.42,9.618842,340,36.90951,0,0,0.07086618
JACKSONVILLE CRAIG MUNI AP,FL,30.3361,-81.5147,12.5,20170202,42.08,73.94,57.56,2.908022,340,21.922012,0,0,0
JACKSONVILLE CRAIG MUNI AP,FL,30.3361,-81.5147,12.5,20170226,46.94,64.94,60.26,6.487126,340,17.000744,0,0,0
JACKSONVILLE CRAIG MUNI AP,FL,30.3361,-81.5147,12.5,20170403,66.92,84.02,74.48,10.289924,340,34.001488,0,0,0.01181103
JACKSONVILLE CRAIG MUNI AP,FL,30.3361,-81.5147,12.5,20170716,73.04,91.04,80.24,4.697574,340,25.948504,0,0,0.14960638
JACKSONVILLE CRAIG MUNI AP,FL,30.3361,-81.5147,12.5,20170829,71.96,84.92,76.46,5.144962,340,14.987498,0,0,0
CONROE MONTGOMERY CO AP,TX,30.3567,-95.4139,74.7,20170107,18.14,41,,6.263432,340,27.066974,0,0,0
CONROE MONTGOMERY CO AP,TX,30.3567,-95.4139,74.7,20170126,35.96,57.92,,5.59235,340,23.040482,0,0,0
CONROE MONTGOMERY CO AP,TX,30.3567,-95.4139,74.7,20170411,57.02,71.06,,6.487126,340,36.014734,0,0,1.59842606
CONROE MONTGOMERY CO AP,TX,30.3567,-95.4139,74.7,20170704,75.02,96.08,,6.71082,340,21.922012,0,0,0
CONROE MONTGOMERY CO AP,TX,30.3567,-95.4139,74.7,20170831,69.08,89.96,,5.816044,340,23.040482,0,0,0
HUNTSVILLE MUNI AP,TX,30.7439,-95.5861,111.6,20170107,17.24,39.92,,4.697574,340,21.922012,0,0,0
HUNTSVILLE MUNI AP,TX,30.7439,-95.5861,111.6,20170202,50,66.02,,5.59235,340,17.000744,0,0,0
HUNTSVILLE MUNI AP,TX,30.7439,-95.5861,111.6,20170208,53.96,84.92,,10.289924,340,27.066974,0,0,0
HUNTSVILLE MUNI AP,TX,30.7439,-95.5861,111.6,20170224,53.96,80.96,,9.171454,340,25.053728,0,0,0
HUNTSVILLE MUNI AP,TX,30.7439,-95.5861,111.6,20170301,51.08,77,,8.276678,340,27.066974,0,0,0
HUNTSVILLE MUNI AP,TX,30.7439,-95.5861,111.6,20170406,44.96,75.92,,1.342164,340,14.987498,0,0,0
HUNTSVILLE MUNI AP,TX,30.7439,-95.5861,111.6,20170422,55.04,73.04,,8.94776,340,25.948504,0,0,0.01181103
HUNTSVILLE MUNI AP,TX,30.7439,-95.5861,111.6,20170503,57.02,87.98,,9.171454,340,35.119958,0,0,0.46850419
HUNTSVILLE MUNI AP,TX,30.7439,-95.5861,111.6,20170513,59,84.92,,3.579104,340,16.105968,0,0,0
HUNTSVILLE MUNI AP,TX,30.7439,-95.5861,111.6,20170708,75.92,96.98,,5.368656,340,21.922012,0,0,0.22834658
HUNTSVILLE MUNI AP,TX,30.7439,-95.5861,111.6,20170830,71.06,84.02,,9.842536,340,31.093466,0,0,0.01181103
ARLINGTON MUNI AP,TX,32.6636,-97.0939,192,20170127,29.12,55.94,,7.158208,340,25.948504,0,0,0
ARLINGTON MUNI AP,TX,32.6636,-97.0939,192,20170202,41,55.04,,13.645334,340,25.053728,0,0,0
ARLINGTON MUNI AP,TX,32.6636,-97.0939,192,20170422,51.08,62.06,,16.553356,340,31.988242,0,0,0.01181103
ARLINGTON MUNI AP,TX,32.6636,-97.0939,192,20170512,60.98,80.06,,15.211192,340,33.106712,0,0,0
ARLINGTON MUNI AP,TX,32.6636,-97.0939,192,20170829,69.98,87.98,,10.06623,340,27.066974,0,0,0
ARLINGTON MUNI AP,TX,32.6636,-97.0939,192,20170905,66.92,93.02,,10.289924,340,29.974996,0,0,0
FT WORTH ALLIANCE AP,TX,32.9733,-97.3181,208.8,20170208,41,64.04,,13.197946,340,33.106712,0,0,0
FT WORTH ALLIANCE AP,TX,32.9733,-97.3181,208.8,20170224,42.98,69.98,,12.079476,340,27.96175,0,0,0
FT WORTH ALLIANCE AP,TX,32.9733,-97.3181,208.8,20170512,55.94,80.06,,12.30317,340,34.001488,0,0,0
FT WORTH ALLIANCE AP,TX,32.9733,-97.3181,208.8,20170607,68,89.96,,5.816044,340,17.000744,0,0,0
FT WORTH ALLIANCE AP,TX,32.9733,-97.3181,208.8,20170830,66.02,87.98,,10.513618,340,27.066974,0,0,0
HOUSTON HOOKS MEM AP,TX,30.0675,-95.5561,46.3,20170603,71.96,91.94,,3.579104,340,23.040482,0,0,0
HOUSTON HOOKS MEM AP,TX,30.0675,-95.5561,46.3,20170710,73.04,84.02,,3.131716,340,21.027236,0,0,0.72047283
TERRELL MUNI AP,TX,32.71,-96.2672,144.8,20170103,37.04,57.92,,9.618842,340,25.948504,0,0,0
TERRELL MUNI AP,TX,32.71,-96.2672,144.8,20170123,35.96,64.94,,6.263432,340,17.000744,0,0,0
TERRELL MUNI AP,TX,32.71,-96.2672,144.8,20170208,44.06,71.96,,10.289924,340,33.106712,0,0,0
TERRELL MUNI AP,TX,32.71,-96.2672,144.8,20170421,64.04,82.94,,11.408394,340,29.08022,0,0,0.33070884
TERRELL MUNI AP,TX,32.71,-96.2672,144.8,20170623,69.98,95,,7.158208,340,55.9235,0,0,0.31102379
TERRELL MUNI AP,TX,32.71,-96.2672,144.8,20170906,57.02,84.02,,8.052984,340,27.066974,0,0,0
MCKINNEY MUNI AP,TX,33.1803,-96.5903,176.8,20170107,10.22,37.94,,4.921268,340,12.974252,0,0,0
MCKINNEY MUNI AP,TX,33.1803,-96.5903,176.8,20170113,39.92,50,,8.724066,340,14.092722,0,0,0.18897648
MCKINNEY MUNI AP,TX,33.1803,-96.5903,176.8,20170214,41,60.08,,13.869028,340,33.106712,0,0,1.38189051
MCKINNEY MUNI AP,TX,33.1803,-96.5903,176.8,20170421,59,82.04,,13.197946,340,48.988986,0,0,0.05905515
MCKINNEY MUNI AP,TX,33.1803,-96.5903,176.8,20170422,46.94,60.08,,14.316416,340,29.974996,0,0,0.01968505
MCKINNEY MUNI AP,TX,33.1803,-96.5903,176.8,20170511,66.02,84.92,,10.513618,340,25.053728,0,0,0.03149608
MCKINNEY MUNI AP,TX,33.1803,-96.5903,176.8,20170630,69.08,95,,13.197946,340,44.067718,0,0,0.50000027
WELLSVILLE MUNI AP,NY,42.1094,-77.9919,647.4,20170319,31.1,37.94,,4.697574,340,14.987498,,,0
WELLSVILLE MUNI AP,NY,42.1094,-77.9919,647.4,20170322,14.18,30.2,,16.553356,340,38.02798,,,0.01181103
WELLSVILLE MUNI AP,NY,42.1094,-77.9919,647.4,20170328,41,53.06,,4.697574,340,21.027236,,,0.05118113
WELLSVILLE MUNI AP,NY,42.1094,-77.9919,647.4,20170729,53.96,73.94,,7.82929,340,27.066974,,,0
WELLSVILLE MUNI AP,NY,42.1094,-77.9919,647.4,20170816,60.08,78.08,,4.921268,340,21.027236,,,0
WELLSVILLE MUNI AP,NY,42.1094,-77.9919,647.4,20170901,42.08,62.96,,5.144962,340,17.000744,,,0
FULTON OSWEGO CO AP,NY,43.3497,-76.3847,144.8,20170304,8.24,17.24,,10.289924,340,31.093466,,,0
FULTON OSWEGO CO AP,NY,43.3497,-76.3847,144.8,20170313,9.14,22.1,,4.697574,340,17.000744,,,0
FULTON OSWEGO CO AP,NY,43.3497,-76.3847,144.8,20170613,55.94,80.06,,4.921268,340,21.027236,,,0.18110246
FULTON OSWEGO CO AP,NY,43.3497,-76.3847,144.8,20170725,60.08,69.08,,5.144962,340,21.922012,,,0.05905515
FULTON OSWEGO CO AP,NY,43.3497,-76.3847,144.8,20170728,51.98,75.02,,6.487126,340,19.01399,,,0
FULTON OSWEGO CO AP,NY,43.3497,-76.3847,144.8,20170729,51.08,77,,5.144962,340,21.027236,,,0
FULTON OSWEGO CO AP,NY,43.3497,-76.3847,144.8,20170825,48.92,69.98,,3.579104,340,19.908766,,,0
FULTON OSWEGO CO AP,NY,43.3497,-76.3847,144.8,20170916,53.96,82.04,,1.565858,340,12.079476,,,0
PENN YAN AP,NY,42.6425,-77.0564,275.2,20170325,33.98,41,,3.802798,340,14.092722,,,0.94881941
PENN YAN AP,NY,42.6425,-77.0564,275.2,20170328,39.92,53.06,,4.250186,340,17.000744,,,0
PENN YAN AP,NY,42.6425,-77.0564,275.2,20170704,57.02,78.98,,3.131716,340,12.079476,,,0
PENN YAN AP,NY,42.6425,-77.0564,275.2,20170730,55.04,80.06,,3.579104,340,10.961006,,,0
PENN YAN AP,NY,42.6425,-77.0564,275.2,20170815,66.02,84.92,,6.487126,340,19.908766,,,0.20078751
